Pavarde              Vardas              Galutinis
Pavarde1248          Vardas1248          7.60
Pavarde1249          Vardas1249          7.00
Pavarde1254          Vardas1254          7.40
Pavarde1255          Vardas1255          5.60
Pavarde1258          Vardas1258          8.80
Pavarde1259          Vardas1259          5.00
Pavarde1260          Vardas1260          5.00
Pavarde1261          Vardas1261          6.20
Pavarde1262          Vardas1262          8.40
Pavarde1263          Vardas1263          5.60
Pavarde1264          Vardas1264          6.80
Pavarde1265          Vardas1265          8.60
Pavarde1266          Vardas1266          7.00
Pavarde1267          Vardas1267          5.20
Pavarde1268          Vardas1268          5.00
Pavarde1269          Vardas1269          7.40
Pavarde1270          Vardas1270          5.20
Pavarde1271          Vardas1271          5.60
Pavarde1272          Vardas1272          7.20
Pavarde1273          Vardas1273          5.60
Pavarde1274          Vardas1274          5.60
Pavarde1275          Vardas1275          9.20
Pavarde1277          Vardas1277          7.40
Pavarde1278          Vardas1278          7.20
Pavarde1280          Vardas1280          7.40
Pavarde1283          Vardas1283          6.80
Pavarde1287          Vardas1287          8.00
Pavarde1288          Vardas1288          8.00
Pavarde1292          Vardas1292          8.00
Pavarde1294          Vardas1294          7.60
Pavarde1295          Vardas1295          5.20
Pavarde1296          Vardas1296          8.40
Pavarde1297          Vardas1297          8.20
Pavarde1298          Vardas1298          7.20
Pavarde1300          Vardas1300          7.80
Pavarde1302          Vardas1302          7.20
Pavarde1304          Vardas1304          8.40
Pavarde1307          Vardas1307          5.20
Pavarde1309          Vardas1309          5.40
Pavarde1311          Vardas1311          8.00
Pavarde1312          Vardas1312          5.60
Pavarde1314          Vardas1314          7.40
Pavarde1316          Vardas1316          7.40
Pavarde1318          Vardas1318          6.40
Pavarde1319          Vardas1319          7.60
Pavarde1323          Vardas1323          7.00
Pavarde1325          Vardas1325          7.40
Pavarde1327          Vardas1327          6.40
Pavarde1328          Vardas1328          8.80
Pavarde1330          Vardas1330          5.20
Pavarde1331          Vardas1331          6.20
Pavarde1332          Vardas1332          5.00
Pavarde1333          Vardas1333          8.80
Pavarde1334          Vardas1334          5.80
Pavarde1337          Vardas1337          7.00
Pavarde1338          Vardas1338          5.20
Pavarde1340          Vardas1340          6.40
Pavarde1341          Vardas1341          7.60
Pavarde1343          Vardas1343          8.80
Pavarde1347          Vardas1347          7.60
Pavarde1348          Vardas1348          5.80
Pavarde1349          Vardas1349          6.20
Pavarde1350          Vardas1350          6.20
Pavarde1351          Vardas1351          7.00
Pavarde1352          Vardas1352          7.20
Pavarde1354          Vardas1354          8.80
Pavarde1356          Vardas1356          6.00
Pavarde1357          Vardas1357          5.20
Pavarde1358          Vardas1358          7.80
Pavarde1359          Vardas1359          7.40
Pavarde1363          Vardas1363          5.40
Pavarde1364          Vardas1364          8.00
Pavarde1365          Vardas1365          7.40
Pavarde1367          Vardas1367          7.00
Pavarde1369          Vardas1369          5.60
Pavarde1371          Vardas1371          5.60
Pavarde1374          Vardas1374          6.20
Pavarde1376          Vardas1376          8.00
Pavarde1377          Vardas1377          7.80
Pavarde1378          Vardas1378          8.80
Pavarde1379          Vardas1379          5.20
Pavarde1381          Vardas1381          7.20
Pavarde1382          Vardas1382          7.00
Pavarde1383          Vardas1383          6.40
Pavarde1385          Vardas1385          6.80
Pavarde1387          Vardas1387          7.60
Pavarde1390          Vardas1390          7.80
Pavarde1391          Vardas1391          6.60
Pavarde1393          Vardas1393          6.00
Pavarde1394          Vardas1394          6.40
Pavarde1395          Vardas1395          5.80
Pavarde1396          Vardas1396          7.40
Pavarde1397          Vardas1397          6.00
Pavarde1398          Vardas1398          7.60
Pavarde1399          Vardas1399          6.60
Pavarde1400          Vardas1400          8.20
Pavarde1401          Vardas1401          5.00
Pavarde1403          Vardas1403          6.20
Pavarde1405          Vardas1405          7.80
Pavarde1407          Vardas1407          5.60
Pavarde1409          Vardas1409          8.80
Pavarde1410          Vardas1410          7.60
Pavarde1411          Vardas1411          5.20
Pavarde1414          Vardas1414          8.00
Pavarde1415          Vardas1415          5.80
Pavarde1416          Vardas1416          6.00
Pavarde1417          Vardas1417          7.20
Pavarde1418          Vardas1418          7.40
Pavarde1419          Vardas1419          5.60
Pavarde1422          Vardas1422          9.00
Pavarde1423          Vardas1423          8.40
Pavarde1424          Vardas1424          7.20
Pavarde1425          Vardas1425          7.40
Pavarde1426          Vardas1426          7.60
Pavarde1427          Vardas1427          7.20
Pavarde1428          Vardas1428          8.00
Pavarde1430          Vardas1430          6.60
Pavarde1434          Vardas1434          6.00
Pavarde1437          Vardas1437          6.00
Pavarde1438          Vardas1438          7.80
Pavarde1439          Vardas1439          8.20
Pavarde1440          Vardas1440          5.20
Pavarde1442          Vardas1442          9.00
Pavarde1443          Vardas1443          6.40
Pavarde1445          Vardas1445          5.60
Pavarde1446          Vardas1446          7.20
Pavarde1447          Vardas1447          5.20
Pavarde1451          Vardas1451          6.80
Pavarde1453          Vardas1453          7.20
Pavarde1454          Vardas1454          6.40
Pavarde1456          Vardas1456          6.60
Pavarde1458          Vardas1458          6.60
Pavarde1460          Vardas1460          6.00
Pavarde1465          Vardas1465          5.00
Pavarde1466          Vardas1466          5.20
Pavarde1467          Vardas1467          7.00
Pavarde1468          Vardas1468          8.20
Pavarde1469          Vardas1469          6.00
Pavarde1471          Vardas1471          8.80
Pavarde1473          Vardas1473          9.00
Pavarde1474          Vardas1474          5.40
Pavarde1475          Vardas1475          8.00
Pavarde1476          Vardas1476          7.00
Pavarde1477          Vardas1477          5.80
Pavarde1478          Vardas1478          6.40
Pavarde1479          Vardas1479          5.20
Pavarde1480          Vardas1480          6.60
Pavarde1483          Vardas1483          7.80
Pavarde1485          Vardas1485          6.40
Pavarde1486          Vardas1486          8.00
Pavarde1487          Vardas1487          5.80
Pavarde1490          Vardas1490          5.60
Pavarde1491          Vardas1491          9.60
Pavarde1492          Vardas1492          6.20
